,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,6.508818010845502,6.482090515882695,6.475174926227207,6.479768733667291,6.480374688322129,0.0,4.970530152549305,4.517258701633187,4.149778522752603,0.0,0.0,0.0,0.0,6.0596603739638635,6.050015278055755,0.0,0.0,2.992038567722096,4.1732319054263,4.923700997330768
1,6.526663933026096,6.491320124449231,6.488126829076775,6.49354885012863,6.502546044884866,6.147560802420115,5.497313516429953,4.7504781934373135,3.4625027645121236,2.25214926392465,5.072375678828658,5.852916113972484,6.079118024258342,6.07851968744334,6.063886186301324,2.359930147655374,0.0,2.116886913021454,0.0,4.94882677555106
2,6.580545350161753,0.0,6.525897001591411,6.504876868305789,6.533168562550283,6.473802269266483,4.972838722103981,3.207973552274582,0.6122653973025194,0.0,5.922407385460915,6.193175937595189,6.2002706891360875,6.132943295636623,6.101294409421661,4.847570255203326,2.8554911836960386,3.325234816839419,4.647698253829064,4.978392027427214
3,6.6356194318110955,6.631135584123654,6.586928419174648,0.0,6.644511670069556,6.616532268115698,0.0,1.542813591280308,0.0,5.424660108145452,6.513801362564577,6.705246640251867,6.568350427851156,0.0,6.232912058106751,4.7377059199151175,1.3858807390618115,0.0,5.140154862654913,5.0125063190931085
4,6.658419576844163,6.666387443750692,6.68209127613062,6.696198163244848,6.720136154426014,6.758235056412021,6.79859331954845,6.847040031521522,6.895459535491321,6.976624216700739,7.083721002827204,7.191909428997202,7.3741189566844625,7.38186545283405,6.874770872980888,3.370856257628009,0.0,3.1067997957094824,5.486158389339899,0.0
5,6.671759024460988,6.673645941239146,6.695734082682117,6.726527190720913,6.755655641065195,6.773231362653033,6.814621980916248,6.8499075807974386,6.889541186050854,6.965246698328709,7.121937459872591,7.25783582384774,7.492216508535595,7.673999403089292,7.74455244831236,0.0,3.512201439771503,7.411124608495197,8.648402472451068,8.72057090492557
6,6.679971189274424,6.688123664511111,6.705418055451474,6.7410781418302,6.773215851052427,6.8006072919783165,6.8282334683160215,6.855865191319995,6.86636464869431,1.1257923043911062,0.0,0.0,7.415194956010687,7.766129294280932,8.125266698604026,8.58830369338257,9.046474526250934,9.112829311896864,9.162220218249006,9.176267866248482
7,6.691146966480827,6.700605718171562,6.719596406047559,6.747631913235515,6.79095021618231,6.830728198279335,6.849418399638692,6.876922690656141,6.88398275780946,0.0,1.7699625001708341,4.233181775051459,6.651547148755856,7.543669500987733,8.24046582323951,8.918604778275238,9.166835137162323,9.19076762843111,9.23187124230965,9.269611569437902
8,6.698479471378547,6.694554673751283,6.714027633929679,6.746304610486275,6.782088804481926,6.833337541111124,6.88141131330285,6.901388935010154,6.925778288088737,6.835561114916685,6.58321739274559,5.856266575077015,0.0,6.849055705394498,8.180828433031703,8.819620558298713,9.214814388465323,9.250315249645356,9.268802432541984,9.357666618474706
9,6.720318491404634,6.700493978087755,6.711130924571639,6.73748912023546,6.778778182335546,6.836407862592163,6.91901191277255,6.953228532519419,6.987888236905771,6.9608235270454895,6.928732847272281,6.634655851727634,6.018867908192128,3.5954160906219834,0.0,8.383103100827478,9.275303892253469,9.325284588327282,0.0,9.441824861588175
